grouping_key,clube_id,nome,slug,apelido,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,RB,FC,GC,CA,CV,SG,DD,DP,GS,FS,PI,A,FT,FD,FF,G,I,PP
Corinthians,264,Ramiro Moschen Benetti,ramiro,Ramiro,4,7,0.4,5.91,-0.74,2.23,15,0,28,0,5,0,0,0,0,0,12,95,1,1,3,6,1,1,0
Bahia,265,Gilberto Oliveira Souza Júnior,gilberto,Gilberto,5,7,4.7,8.88,0.65,3.77,18,0,16,0,2,0,0,0,0,0,27,61,1,1,19,18,3,5,1
Bahia,265,José Carlos Ferreira Júnior,juninho,Juninho,3,7,-0.5,7.43,-0.54,2.08,18,0,4,0,1,1,2,0,0,0,6,70,0,0,2,4,1,1,0
Bahia,265,Lucas Fonseca da Silva,lucas-fonseca,Lucas Fonseca,3,6,0,4.57,0,1.82,8,0,5,0,1,0,2,0,0,0,4,30,0,0,1,1,0,0,0
Bahia,265,Rodrigo Eduardo Costa Marinho,rodriguinho,Rodriguinho,4,6,4.7,14.16,-0.03,4.31,15,0,11,0,1,0,0,0,0,0,29,87,1,1,9,10,4,3,0
Bahia,265,Jefferson Gabriel Nascimento Brito,fessin,Fessin,4,6,0,2.01,-0.13,1.82,10,0,4,0,0,0,0,0,0,0,8,19,0,0,4,4,0,0,0
Bahia,265,Alesson dos Santos Batista,alesson,Alesson,4,6,0,0.96,0,0.49,8,0,5,0,1,0,0,0,0,0,7,14,0,0,1,2,0,1,0
Bahia,265,Matheus Bonifácio Saldanha Marinho,saldanha,Saldanha,5,6,0,2.19,0,1.23,13,0,6,0,1,0,0,0,0,0,7,16,0,1,1,8,1,3,0
Bahia,265,Gabriel Novaes Fernandes,gabriel-novaes,Gabriel Novaes,5,6,0.2,2.55,-0.25,0.8,2,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Bahia,265,Lucimário Bezerra da Silva,lucimario,Lucimário,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Vinícius de Azevedo Barcellos,vinicius-barcellos,Vinícius Barcellos,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Anderson Vieira Martins,anderson-martins,Anderson Martins,3,2,0.4,4.61,-0.07,0.77,4,0,5,0,1,0,1,0,0,0,2,4,0,0,0,0,0,0,0
Bahia,265,Matheus Bahia Santos,matheus-bahia,Matheus Bahia,2,6,2,1.43,-0.54,2.76,5,0,9,0,1,0,0,0,0,0,4,29,1,0,2,1,0,0,0
Bahia,265,João Vitor Cézar do Prado,joao-vitor,João Vitor,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Hélio Júnior Rossi Francino,helio-junior,Hélio Júnior,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Jaques Bonfim Nazaré Neto,jaques,Jaques,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Thiago Eduardo de Andrade,thiago-andrade,Thiago Andrade,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Ramon Rodrigo de Carvalho,ramon,Ramon,4,7,0,0.82,0,-0.25,4,0,4,0,1,0,0,0,0,0,3,7,0,0,1,0,0,0,0
Bahia,265,Mateus Eduardo Claus,mateus-claus,Mateus Claus,1,6,0,3.77,0,7.9,2,0,0,0,0,0,0,6,0,4,0,2,0,0,0,0,0,0,0
Bahia,265,Edson Fernando da Silva Gomes,edson,Edson,4,7,0,0.8,0,0.81,8,0,3,0,2,0,0,0,0,0,11,33,0,0,0,1,0,0,0
Bahia,265,Edilson Matos dos Santos Júnior,edilson,Edilson,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Jeferson Douglas dos Santos Souza,jeferson-douglas,Jeferson Douglas,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Everson Bispo Pereira,everson,Everson,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Fabrício Oliveira de Souza,fabricio,Fabrício,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,João Pedro Sacramento da Silva,joao-pedro-silva,João Pedro Silva,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Douglas do Espírito Santo Torres,douglas-borel,Douglas Borel,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Patrick de Lucca Chaves de Oliveira,patrick-de-lucca,Patrick de Lucca,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,Elias Mendes Trindade,elias,Elias,4,6,0,5.94,0,-0.51,8,0,17,0,3,0,0,0,0,0,4,28,0,0,0,4,0,0,0
Bahia,265,Juan Pablo Ramírez Velásquez,juan-ramirez,Juan Ramírez,5,7,-3,0.78,-1.22,-3,1,0,6,0,1,0,0,0,0,0,1,5,0,0,1,1,0,0,0
Bahia,265,Matheus Henrique Teixeira,matheus-teixeira,Matheus Teixeira,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahia,265,José Élber Pimentel da Silva,elber,Élber,5,7,0,8.65,0,3.63,17,0,8,0,0,0,0,0,0,0,36,87,2,1,8,8,2,7,0
Bahia,265,Elton Júnior Melo Ataíde,elton,Elton,4,6,0,3.66,0,1.3,3,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Bahia,265,Anderson Pedro Nunes da Silva Campos,anderson,Anderson,1,6,0,0.82,0,-1.04,5,0,0,0,0,0,0,5,0,11,1,37,0,0,0,0,0,0,0
Bahia,265,Ernando Rodrigues Lopes,ernando,Ernando,3,7,-0.6,5.27,-0.64,1.94,15,0,14,0,0,0,2,0,0,0,4,47,1,0,3,3,1,0,0
Bahia,265,Severino do Ramo Clementino da Silva,nino-paraiba,Nino Paraíba,2,2,0.9,7.63,-0.11,2.58,17,0,16,0,2,0,2,0,0,0,14,140,2,0,3,2,0,1,0
Bahia,265,Douglas Alan Schuck Friedrich,douglas-friedrich,Douglas Friedrich,1,7,1.7,8.9,0.26,3.14,15,0,0,0,0,0,3,18,0,17,3,74,0,0,0,0,0,0,0
Bahia,265,Rosicley Pereira da Silva,rossi,Rossi,5,6,0.3,5.15,-0.05,1.65,18,0,11,0,3,0,0,0,0,0,22,116,0,0,6,7,2,2,0
Bahia,265,José Carlos Cracco Neto,zeca,Zeca,2,6,0.7,4.6,-1.43,2.39,7,0,3,0,1,0,1,0,0,0,0,22,0,0,1,4,1,0,0
Bahia,265,João Pedro Maturano dos Santos,joao-pedro,João Pedro ,2,6,0,4.26,0,-0.8,1,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Bahia,265,Clayson Henrique da Silva Vieira,clayson,Clayson,5,6,1,5.08,-1,2.54,14,0,13,0,2,0,0,0,0,0,16,71,1,0,6,8,3,3,1
Bahia,265,Daniel Sampaio Simões,daniel,Daniel,4,6,0,4.51,0,2.37,17,0,11,0,3,0,0,0,0,0,23,69,1,1,2,5,3,0,0
Bahia,265,Ronaldo da Silva Souza,ronaldo,Ronaldo,4,6,4.4,3.7,0.59,1.63,12,0,24,0,4,0,0,0,0,0,11,41,1,0,0,4,0,0,0
Bahia,265,Luis Antônio da Rocha Júnior,juninho-capixaba,Juninho Capixaba,2,7,0,8.34,0,3.4,13,0,16,0,1,0,3,0,0,0,16,129,1,0,2,4,0,1,0
Bahia,265,Marco Antônio Rosa Furtado Júnior,marco-antonio,Marco Antônio,4,6,0,3.34,0,1.84,12,0,6,0,1,0,0,0,0,0,16,36,1,0,3,2,1,1,0
Bahia,265,Gregore de Magalhães da Silva,gregore,Gregore,4,7,-4.1,4.93,-1.28,1.08,17,0,51,0,8,1,0,0,0,0,13,90,2,0,4,7,0,0,0
Bahia,265,Luis Antônio Venker de Menezes,mano-menezes,Mano Menezes,6,7,1.16,6.86,-0.11,2.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Danilo Carvalho Barcelos,danilo-barcelos,Danilo Barcelos,2,6,0,2.28,0,0.23,14,0,37,0,4,1,3,0,0,0,2,195,1,0,2,3,1,1,0
Fluminense,266,Anderson Luiz de Carvalho,nene,Nenê,4,6,3.9,13.16,-0.43,5.03,20,0,10,0,2,0,0,0,0,0,36,206,1,0,9,19,8,0,1
Fluminense,266,Marcos Paulo Costa do Nascimento,marcos-paulo,Marcos Paulo,5,6,2.4,6.34,-3.48,2.68,21,0,9,0,0,0,0,0,0,0,6,63,3,0,4,6,3,1,0
Fluminense,266,Wanderson Felippe Cardoso dos Santos,felippe-cardoso,Felippe Cardoso,5,6,0,1.75,0,0.54,15,0,18,0,2,0,0,0,0,0,10,27,0,0,5,4,1,7,0
Fluminense,266,Caio Fernando de Oliveira,caio-paulista,Caio Paulista,5,6,-1.2,3.6,-0.54,2.2,15,0,10,0,1,0,0,0,0,0,12,43,1,0,2,4,2,3,0
Fluminense,266,Michel Daryl Araújo Villar,michel-araujo,Michel Araújo ,4,6,3.6,6.87,-0.51,3.13,18,0,25,0,5,0,0,0,0,0,55,77,0,1,8,15,1,1,0
Fluminense,266,Hudson Rodrigues dos Santos,hudson,Hudson,4,6,2.1,5.62,0.47,1.88,16,0,30,1,2,1,0,0,0,0,17,63,2,0,4,3,0,3,0
Fluminense,266,Igor de Carvalho Julião,igor-juliao,Igor Julião,2,6,5.5,5.11,-0.3,2.94,17,0,39,0,5,0,4,0,0,0,30,113,3,0,1,7,0,2,0
Fluminense,266,Frederico Chaves Guedes,fred,Fred,5,6,-0.2,3.2,-0.2,1.92,13,0,15,0,3,0,0,0,0,0,21,44,2,0,4,2,2,2,0
Fluminense,266,Matheus Ferraz Pereira,matheus-ferraz,Matheus Ferraz,3,6,0.5,4.96,0.01,3.08,5,0,5,0,2,0,2,0,0,0,1,14,1,0,1,2,0,0,0
Fluminense,266,Muriel Gustavo Becker,muriel,Muriel,1,6,0,4.62,0,2.36,19,0,0,0,0,0,4,19,0,20,6,140,0,0,0,0,0,0,0
Fluminense,266,Wellington Alves da Silva,wellington-silva,Wellington Silva,5,6,7.6,5.14,1.21,2.36,17,0,11,0,6,0,0,0,0,0,31,42,1,0,1,5,3,2,0
Fluminense,266,Marcos Felipe de Freitas Monteiro,marcos-felipe,Marcos Felipe ,1,6,0.7,1.18,0.39,1.12,6,0,0,0,0,0,1,4,0,7,1,58,1,0,0,0,0,0,0
Fluminense,266,Luccas Claro dos Santos,luccas-claro,Luccas Claro,3,5,-1.7,5.7,-0.48,2.68,19,0,11,0,0,0,4,0,0,0,13,102,0,0,1,4,1,3,0
Fluminense,266,Egídio de Araújo Pereira Júnior,egidio,Egídio,2,6,4.4,9.6,0.17,4.19,13,0,17,0,1,0,1,0,0,0,10,173,3,0,5,1,0,1,0
Fluminense,266,Yuri Oliveira Lima,yuri-lima,Yuri Lima,4,6,-2.2,1.17,-1.02,0.84,11,0,19,0,3,0,0,0,0,0,6,33,0,0,3,3,0,0,0
Fluminense,266,Marcílio Florêncio Mota Filho,nino,Nino,3,6,0,5.83,0,3.33,19,0,14,0,2,0,3,0,0,0,29,77,0,0,0,4,2,0,0
Fluminense,266,Yago Felipe da Costa Rocha,yago-felipe,Yago Felipe,4,6,0.4,3.79,-0.02,1.94,17,0,21,0,3,0,0,0,0,0,21,58,0,0,3,6,1,1,0
Fluminense,266,Wesley Frazan Bernardo,frazan,Frazan,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Douglas Moreira Fagundes,dodi,Dodi,4,6,0,11.12,0,4.12,19,0,23,0,3,0,0,0,0,0,34,58,0,0,4,10,1,0,0
Fluminense,266,Fernando José Pacheco Rivas,fernando-pacheco,Fernando Pacheco,5,6,0,2.6,0,0.6,11,0,8,0,1,0,0,0,0,0,9,27,0,1,1,2,0,4,0
Fluminense,266,Matheus Antonio Souza dos Santos,matheus-pato,Matheus Pato,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Paulo Henrique Chagas de Lima,ganso,Ganso,4,6,-0.1,4.35,-0.17,1.77,17,0,8,0,2,0,0,0,0,0,8,54,2,0,2,4,1,0,0
Fluminense,266,Miguel Silveira dos Santos,miguel,Miguel,4,6,0,1.78,0,0.4,3,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
Fluminense,266,Luan de Freitas Molarinho Chagas,luan,Luan,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,André Trindade da Costa Neto,andre,André,4,6,0.5,0.84,0.05,0.37,6,0,5,0,2,0,0,0,0,0,3,8,0,0,0,0,0,0,0
Fluminense,266,Luiz Henrique André Rosa da Silva,luiz-henrique,Luiz Henrique,5,6,0,2.47,0,1.9,17,0,9,0,0,0,0,0,0,0,5,36,1,0,2,9,1,3,0
Fluminense,266,Matheus Martinelli Lima,martinelli,Martinelli,4,5,0,1.19,0,2.1,2,0,5,0,1,0,0,0,0,0,3,10,0,0,1,0,0,0,0
Fluminense,266,John Kennedy Batista de Souza,john-kennedy,John Kennedy,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Pedro Felipe De Faria Rangel,pedro-rangel,Pedro Rangel,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,João Vitor Lopes da Silva,joao-lopes,João Lopes,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Daniel Lima de Castro,daniel,Daniel,2,6,0,1.02,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Guilherme Henrique da Silva,guilherme,Guilherme,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Paulo Victor da Costa Miranda Alves,paulo-victor,Paulo Victor,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Christian Henrique Mora De Oliveira Silva,christian,Christian,5,6,0,0.78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Higor Gabriel Fernandes Alves,higor,Higor,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Wisney Junio Dias Carvalho,wisney,Wisney,2,6,0,2.64,0,2.45,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Fluminense,266,Gabriel Teixeira Aragão,gabriel-teixeira,Gabriel Teixeira,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Lucca Borges Brito,lucca,Lucca,5,6,0,4.77,0,2.96,5,0,5,0,0,0,0,0,0,0,8,11,0,0,2,0,1,2,0
Fluminense,266,Denilson Rodrigues Roldão,denilson,Denilson,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Lucas Felipe Calegari,calegari,Calegari,2,6,0,6.21,0,6.18,10,0,10,0,0,0,2,0,0,0,27,80,0,0,2,3,0,1,0
Fluminense,266,Marco Aurélio de Oliveira Breves,marcao,Marcão,6,6,2.38,8.98,-1.03,2.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluminense,266,Mateus Nascimento Soares,nascimento,Nascimento,4,6,0,1.31,0,2.8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Vasco,267,Germán Ezequiel Cano,cano,Cano,5,7,12.6,14.84,0.99,5.87,19,0,18,0,0,0,0,0,0,0,13,47,0,1,13,10,11,7,0
Vasco,267,Fernando Miguel Kaufmann,fernando-miguel,Fernando Miguel,1,7,1.8,7.95,1.56,1.99,20,0,0,0,0,0,5,18,2,29,4,149,0,0,0,0,0,0,0
Vasco,267,Glaybson Yago Souza Lisboa,yago-pikachu,Yago Pikachu,2,6,0,6.73,0,2.38,13,0,14,0,3,0,3,0,0,0,21,90,0,1,2,5,0,2,0
Vasco,267,Andrey Ramos do Nascimento,andrey,Andrey,4,7,0,6.46,0,3.11,15,0,34,0,6,1,0,0,0,0,30,65,2,0,4,3,0,0,0
Vasco,267,Marcos Antônio Cândido Ferreira Júnior,marcos-junior,Marcos Júnior,4,7,4.3,4.05,0.62,2.33,13,0,12,0,0,0,0,0,0,0,15,37,1,0,0,2,0,0,0
Vasco,267,Vinícius dos Santos de Oliveira Paiva,vinicius,Vinícius,5,2,1,2.84,-0.24,0.7,12,0,5,0,1,0,0,0,0,0,9,29,0,0,2,1,1,4,0
Vasco,267,Talles Magno Bacelar Martins,talles-magno,Talles Magno,5,3,0.4,9.66,-0.18,3.49,19,0,18,0,3,1,0,0,0,0,47,83,2,2,4,12,2,4,0
Vasco,267,Ricardo Queiroz de Alencastro Graça,ricardo,Ricardo,3,6,0,6.91,0,2.57,14,0,10,0,2,0,4,0,0,0,7,39,0,0,1,4,0,0,0
Vasco,267,Henrique Silva Milagres,henrique,Henrique,2,7,-0.8,5.74,-0.68,1.57,16,0,27,0,5,0,3,0,0,0,15,96,0,0,2,0,0,3,0
Vasco,267,Martín Nicolás Benítez,benitez,Benítez,4,7,4.4,9.36,0.51,3.49,17,0,19,0,3,0,0,0,0,0,38,151,1,0,8,10,1,2,0
Vasco,267,Gabriel Fortes Chaves,gabriel-pec,Gabriel Pec,4,6,0,2.42,0,0.76,5,0,6,0,2,0,0,0,0,0,7,13,0,0,1,3,0,0,0
Vasco,267,Tiago Rodrigues dos Reis,tiago-reis,Tiago Reis,5,6,0,2.3,0,-0.45,4,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0
Vasco,267,Fellipe Ramos Ignez Bastos,fellipe-bastos,Fellipe Bastos,4,6,0,8.69,0,3.28,14,0,23,0,4,0,0,0,0,0,5,56,0,1,3,5,4,0,0
Vasco,267,Werley Ananias da Silva,werley,Werley,3,6,0,4.16,0,5.6,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
Vasco,267,Lucas Ribamar Lopes dos Santos Bibiano,ribamar,Ribamar,5,2,0,4.23,-0.12,1.77,14,0,11,0,1,0,0,0,0,0,7,17,0,0,3,3,3,5,0
Vasco,267,Lucas Santos da Silva,lucas-santos,Lucas Santos,4,6,0,0.99,0,-1,3,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Vasco,267,Leandro Castan da Silva,leandro-castan,Leandro Castan,3,7,-1.6,11.51,-0.48,2.39,15,0,17,0,2,0,3,0,0,0,15,62,0,0,1,1,0,0,0
Vasco,267,Ulisses Wilson Jeronymo Rocha ,ulisses,Ulisses,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Matheus dos Santos Miranda,miranda,Miranda,3,6,0,3.34,0,1.56,17,0,18,0,1,0,2,0,0,0,11,91,0,0,0,1,0,0,0
Vasco,267,Vivaldo Borges dos Santos Neto,neto-borges,Neto Borges,2,3,1.5,4.31,0.14,2.82,13,0,14,0,3,0,3,0,0,0,14,71,1,0,3,2,0,1,0
Vasco,267,Breno Vinícius Rodrigues Borges,breno,Breno,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Ramon de Morais Motta ,ramon,Ramon,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Marcelo Alves Santos,marcelo-alves,Marcelo Alves,3,2,0,2.05,0,2.73,6,0,8,0,0,0,2,0,0,0,2,16,0,0,0,0,0,0,0
Vasco,267,Leonardo Roque Albano Gil,leo-gil,Léo Gil,4,3,3.1,5.72,-0.28,3.08,7,0,11,0,3,0,0,0,0,0,14,47,3,0,2,3,0,0,0
Vasco,267,Carlos Vinícius Santos de Jesus,carlinhos,Carlinhos,4,6,0.3,3.82,-0.19,1.35,15,0,11,0,0,0,0,0,0,0,14,61,1,0,1,7,0,0,0
Vasco,267,Andrey Nascimento dos Santos,andrey-dos-santos,Andrey dos Santos,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Alexander Silva de Lucena,alexander,Alexander,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Ygor de Oliveira Ferreira,ygor-catatau,Ygor Catatau,5,6,0,2.39,0,1.64,10,0,6,0,1,0,0,0,0,0,8,25,1,0,0,3,1,1,0
Vasco,267,Cayo Henrique Nascimento Ferreira,cayo-tenorio,Cayo Tenório,2,6,0,3.86,0,3.06,8,0,8,0,3,0,3,0,0,0,14,33,1,0,1,2,0,0,0
Vasco,267,Riquelme Carvalho Araújo Viana,riquelme,Riquelme,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Lucas Alexandre Galdino de Azevedo,lucao,Lucão,1,6,0,0.76,0,-2.2,2,0,0,0,0,0,0,2,0,5,0,24,0,0,0,0,0,0,0
Vasco,267,Toko Filipe Batucissa António,toko-filipe,Toko Filipe,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Kaio Magno Bacelar Martins,kaio-magno,Kaio Magno,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Bruno Gomes da Silva Clevelário,bruno-gomes,Bruno Gomes,4,6,0,2.66,0,0.57,10,0,15,0,2,2,0,0,0,0,20,36,0,0,1,2,0,0,0
Vasco,267,Jadson Cristiano Silva de Morais,jadson,Jadson,3,2,0.7,4.54,-0.38,2.67,3,0,1,0,2,0,1,0,0,0,1,8,0,0,0,1,0,0,0
Vasco,267,Alexandre de Almeida da Silva Júnior,juninho,Juninho,4,6,0,3.04,0,1.77,6,0,0,0,0,0,0,0,0,0,3,17,1,0,0,1,0,0,0
Vasco,267,Leonardo de Matos Cruz,leo-matos,Léo Matos,2,7,-0.8,4.64,-0.51,1.22,6,0,11,0,4,0,1,0,0,0,5,60,0,0,2,3,1,1,0
Vasco,267,Ricardo Manuel Andrade Silva Sá Pinto,ricardo-sa-pinto,Ricardo Sá Pinto,6,7,2.29,7.57,0.25,2.48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco,267,Gustavo Adolfo Torres Grueso,gustavo-torres,Gustavo Torres,5,7,-1.7,4.11,-0.28,1.18,6,0,10,0,1,0,0,0,0,0,3,23,1,0,2,5,0,1,0
Palmeiras,275,Luiz Adriano de Souza da Silva,luiz-adriano,Luiz Adriano,5,6,0,11.27,0,4.42,16,0,16,0,1,0,0,0,0,0,15,40,1,0,5,6,7,1,1
Palmeiras,275,Willian Gomes de Siqueira,willian,Willian,5,7,12,11.85,0.7,3.67,21,0,14,0,0,0,0,0,0,0,20,38,2,0,6,13,6,8,1
Palmeiras,275,Felipe Melo de Carvalho,felipe-melo,Felipe Melo,3,5,0,7.76,0,3.73,8,0,9,0,3,0,3,0,0,0,8,35,0,0,0,1,0,0,0
Palmeiras,275,José Rafael Vivian,ze-rafael,Zé Rafael,4,2,0,9.7,0,2.83,18,0,35,0,5,2,0,0,0,0,34,64,3,0,4,9,2,0,0
Palmeiras,275,Gustavo Raúl Gómez Portillo,gustavo-gomez,Gustavo Gómez,3,7,5.9,12.03,0.25,3.49,15,0,19,0,3,1,6,0,0,0,14,47,1,0,2,4,1,8,0
Palmeiras,275,Weverton Pereira da Silva,weverton,Weverton,1,7,12.5,9.67,2.46,2.03,19,0,0,0,0,0,7,13,0,17,1,156,0,0,0,0,0,0,0
Palmeiras,275,Lucas Rafael Araújo Lima,lucas-lima,Lucas Lima,4,6,0,4.41,0,1.08,18,0,21,0,5,0,0,0,0,0,26,127,1,1,5,4,0,1,0
Palmeiras,275,Marcos Luis Rocha Aquino,marcos-rocha,Marcos Rocha,2,2,2.4,7.72,0,2.79,14,0,16,0,2,0,4,0,0,0,12,119,0,0,0,1,0,0,0
